sampleNumber,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
754,0.345462,0.793977,0.719449,0.195991,0.671684,-0.714443,0.538714,-0.073782,-0.839252,8.123248,0.029161,0.799983,0.650880,0.309018,0.580174,0.031745,0.763113,0.380392,0.858824,0.784314
755,0.630932,0.042104,0.287390,0.122152,-0.102559,-0.987198,0.135993,0.206964,-0.968851,2.722184,0.243864,0.337772,0.952190,0.149968,0.613284,0.640617,0.901442,0.478431,0.164706,0.501961
756,0.595085,0.025349,0.412930,0.171173,-0.066043,-0.983025,0.674212,-0.246660,-0.696130,3.227235,0.069789,0.459038,0.715296,0.245397,0.891410,0.548128,0.409799,0.525490,0.168628,0.525490
757,0.371053,0.045576,0.187267,0.025565,0.743741,-0.667979,-0.127922,-0.360214,-0.924057,31.441240,0.017512,0.737762,0.556040,0.228884,0.935732,0.884981,0.373223,0.411765,0.305882,0.427451
758,0.664766,0.334955,0.611752,0.106305,-0.850029,-0.515897,0.402962,-0.305007,-0.862898,6.965313,0.214600,0.517054,0.257306,0.978650,0.367366,0.246097,0.335082,0.643137,0.501961,0.615686
759,0.521627,0.873538,0.891099,0.001660,-0.041145,-0.999152,0.275261,-0.442775,-0.853335,0.232585,0.191131,0.869276,0.391850,0.359668,0.065863,0.790642,0.553365,0.294118,0.698039,0.627451
760,0.827425,0.437620,0.512328,-0.576446,-0.457578,-0.677002,0.572369,-0.009782,-0.819938,20.147790,0.423699,0.709031,0.280461,0.355765,0.662471,0.460957,0.306115,0.729412,0.611765,0.474510
761,0.937814,0.546424,0.281122,-0.096540,0.659031,-0.745895,-0.588180,0.198137,-0.784083,1.460940,0.555646,0.424184,0.759048,0.532147,0.812964,0.718401,0.845588,0.803922,0.584314,0.466667
762,0.746570,0.874284,0.585088,-0.657122,0.160597,-0.736477,-0.221836,0.084293,-0.971434,1.498013,0.604595,0.445629,0.492142,0.404779,0.940817,0.475427,0.478577,0.709804,0.658824,0.545098
763,0.898650,0.522614,0.435789,-0.198454,0.275236,-0.940670,0.398820,-0.410172,-0.820184,1.603086,0.134144,0.841466,0.377942,0.022669,0.550288,0.895311,0.214719,0.356863,0.490196,0.298039
764,0.397650,0.887270,0.176829,0.758052,0.381259,-0.529150,-0.490946,0.396892,-0.775531,3.147758,0.431453,0.060209,0.876113,1.297924,0.717246,0.834982,0.547193,0.600000,0.917647,0.403922
765,0.693190,0.491043,0.417424,0.097128,-0.627764,-0.772320,0.141346,-0.170390,-0.975187,5.499553,0.040339,0.755749,0.753433,0.498633,0.839262,0.900271,0.291070,0.654902,0.705882,0.611765
766,0.959139,0.980043,0.012079,-0.002853,-0.004929,-0.999984,-0.124574,-0.255076,-0.958863,2.594407,0.463397,0.226564,0.317645,0.159658,0.492771,0.656987,0.925865,0.670588,0.603922,0.156863
767,0.893874,0.721172,0.228522,0.028113,-0.142807,-0.989351,0.030929,-0.024191,-0.999229,1.584925,0.191446,0.094202,0.945287,0.722913,0.925236,0.217450,0.337396,0.831373,0.537255,0.427451
768,0.743502,0.000661,0.297619,0.578634,-0.241375,-0.779052,-0.407032,-0.131043,-0.903965,32.335530,0.361253,0.399995,0.113913,0.881574,0.990592,0.164019,0.804714,0.890196,0.145098,0.498039
769,0.330479,0.138736,0.460624,-0.227048,-0.794952,-0.562584,-0.093902,0.341774,-0.935079,4.150079,0.237917,0.706255,0.981057,3.676747,0.547200,0.583968,0.120929,0.654902,0.470588,0.615686
770,0.659118,0.556511,0.795015,0.287336,-0.758502,-0.584904,0.677369,0.279615,-0.680431,0.085631,0.676490,0.038195,0.736319,0.615222,0.100064,0.198258,0.022924,0.415686,0.439216,0.341177
771,0.935703,0.365249,0.443314,-0.498360,-0.643509,-0.580977,0.689654,0.329489,-0.644837,Infinity,0.588236,0.363778,0.136433,0.019248,0.900645,0.090579,0.459206,0.360784,0.149020,0.200000
772,0.778460,0.300317,0.556644,-0.023820,0.559926,-0.828200,-0.814726,-0.202478,-0.543345,3.296068,0.349805,0.183649,0.924524,0.799747,0.784777,0.059658,0.601357,0.764706,0.270588,0.674510
773,0.201456,0.703565,0.169292,-0.424167,0.052569,-0.904057,0.657733,0.380674,-0.649980,6.016921,0.725110,0.365584,0.974769,0.543980,0.601637,0.901314,0.751837,0.400000,0.705882,0.411765
774,0.177751,0.046054,0.230190,0.316113,0.679473,-0.662110,0.102333,-0.361169,-0.926869,2.344131,0.278500,0.839508,0.794293,0.269727,0.115210,0.601937,0.843030,0.196078,0.200000,0.376471
775,0.395089,0.379224,0.058017,-0.327978,-0.411229,-0.850483,0.449973,0.577614,-0.681092,12.998420,0.340138,0.800769,0.490078,0.108236,0.777866,0.907325,0.696823,0.396079,0.529412,0.192157
776,0.725052,0.764243,0.604925,0.622694,-0.572820,-0.533038,-0.763906,0.265192,-0.588320,Infinity,0.846108,0.658333,0.417905,1.431314,0.610499,0.455608,0.182304,0.380392,0.505882,0.180392
777,0.228128,0.478809,0.720772,-0.077431,-0.170620,-0.982290,0.190263,0.319955,-0.928132,1.048800,0.466963,0.521103,0.313493,0.883573,0.275618,0.704003,0.403540,0.352941,0.607843,0.654902
778,0.119174,0.205635,0.903874,0.311797,0.383838,-0.869167,0.116751,-0.541846,-0.832330,0.727327,0.321426,0.931996,0.814762,0.668043,0.589471,0.336103,0.708841,0.282353,0.341177,0.792157
779,0.439164,0.698198,0.613069,0.638499,-0.153145,-0.754232,-0.415758,-0.647239,-0.638926,30.685230,0.378621,0.545822,0.064028,0.633242,0.257875,0.439287,0.882425,0.549020,0.807843,0.658824
780,0.926124,0.797012,0.564225,-0.311444,0.263928,-0.912877,-0.007291,-0.845374,-0.534125,12.721810,0.289089,0.558139,0.513191,0.319388,0.613733,0.229571,0.787226,0.686275,0.678431,0.607843
781,0.087687,0.538515,0.113019,0.649009,-0.093887,-0.754966,-0.166279,-0.455594,-0.874520,3.738493,0.030442,0.679890,0.673165,0.270697,0.140967,0.794093,0.051591,0.156863,0.603922,0.258824
782,0.711489,0.610334,0.341030,0.055822,0.388625,-0.919704,-0.256345,0.241860,-0.935837,2.983033,0.594308,0.853675,0.874371,0.909464,0.723715,0.349758,0.724068,0.796079,0.737255,0.603922
783,0.802569,0.689509,0.961427,0.190766,0.479112,-0.856773,0.371331,0.675758,-0.636761,6.048885,0.694060,0.461575,0.395019,0.472826,0.753758,0.057479,0.379096,0.882353,0.627451,0.764706
784,0.022118,0.043449,0.459732,0.345542,-0.075572,-0.935355,-0.051748,0.630773,-0.774240,3.432086,0.713507,0.523419,0.195333,3.758011,0.563847,0.216825,0.579512,0.270588,0.254902,0.764706
785,0.219369,0.031658,0.803083,0.256622,-0.017839,-0.966347,0.066183,0.054531,-0.996316,3.366712,0.676011,0.942999,0.134639,0.379728,0.243709,0.556585,0.167309,0.396079,0.239216,0.478431
786,0.371142,0.549583,0.977913,0.050052,0.417094,-0.907484,0.282864,0.129272,-0.950409,1.584460,0.230830,0.834400,0.551876,1.750588,0.226869,0.179784,0.017709,0.478431,0.635294,0.619608
787,0.077602,0.980315,0.831899,0.043244,0.036476,-0.998399,0.097756,0.203975,-0.974083,0.191049,0.843451,0.237836,0.486358,0.462115,0.431554,0.472200,0.379272,0.211765,0.670588,0.592157
788,0.188506,0.189000,0.875310,0.268682,-0.410409,-0.871421,0.195253,0.590187,-0.783298,1.559056,0.080958,0.946725,0.212374,0.119970,0.433698,0.860972,0.505702,0.203922,0.329412,0.486275
789,0.085587,0.264914,0.237943,0.000302,0.478220,-0.878240,0.034601,0.067282,-0.997134,0.765329,0.880129,0.215858,0.724898,3.177382,0.491122,0.059589,0.279676,0.356863,0.345098,0.474510
790,0.004697,0.569378,0.720086,-0.031848,0.165136,-0.985756,0.407171,-0.107701,-0.906980,0.419221,0.784236,0.829019,0.942609,0.075488,0.874149,0.389366,0.590629,0.141177,0.431373,0.525490
791,0.343322,0.551494,0.034014,0.729865,-0.290591,-0.618753,-0.001641,-0.070774,-0.997491,4.089258,0.754269,0.876145,0.159227,0.475313,0.943350,0.509054,0.341138,0.549020,0.686275,0.172549
792,0.637360,0.847642,0.987651,-0.011455,0.005630,-0.999919,-0.071779,-0.436994,-0.896596,0.017814,0.919772,0.809908,0.980992,0.248646,0.315885,0.200960,0.273135,0.431373,0.450980,0.525490
793,0.605758,0.612417,0.813011,-0.042352,-0.850739,-0.523879,-0.622250,0.231235,-0.747888,8.968810,0.541751,0.935970,0.382581,0.068499,0.371238,0.981734,0.439214,0.513726,0.670588,0.521569
794,0.445098,0.346542,0.715053,-0.054854,-0.135327,-0.989281,0.174288,-0.101464,-0.979453,0.391662,0.694790,0.175274,0.840649,0.273983,0.765462,0.364264,0.495019,0.466667,0.333333,0.564706
795,0.018369,0.335494,0.386349,-0.209731,0.048063,-0.976577,0.187129,-0.611973,-0.768422,7.376351,0.775470,0.161527,0.680159,0.221242,0.535443,0.798092,0.263250,0.200000,0.388235,0.552941
796,0.804473,0.027797,0.507357,-0.725665,-0.100170,-0.680717,0.197020,-0.606444,-0.770331,3.002645,0.816755,0.430501,0.022290,1.069654,0.218941,0.285162,0.546175,0.733333,0.188235,0.600000
797,0.862317,0.976642,0.105775,0.487698,0.238222,-0.839882,0.601762,-0.167866,-0.780835,1.654949,0.063944,0.583879,0.264365,0.722446,0.353965,0.805917,0.109161,0.654902,0.874510,0.188235
798,0.457623,0.173785,0.040060,0.158223,-0.587320,-0.793738,0.228868,0.347232,-0.909423,1.695947,0.839141,0.893549,0.337951,1.732427,0.786226,0.292205,0.507813,0.717647,0.388235,0.239216
799,0.572098,0.159915,0.254517,0.193788,0.454725,-0.869293,-0.233487,0.215272,-0.948231,2.443303,0.370280,0.448170,0.221918,0.476421,0.048399,0.195932,0.686422,0.427451,0.274510,0.384314
800,0.847927,0.970169,0.457785,0.277768,-0.338146,-0.899168,-0.228966,-0.340171,-0.912063,0.135534,0.345132,0.413066,0.901653,0.279008,0.965017,0.814934,0.860806,0.658824,0.678431,0.478431
801,0.817294,0.170181,0.931265,-0.269329,0.758451,-0.593477,0.698795,-0.309163,-0.645061,Infinity,0.995229,0.067817,0.324447,0.371428,0.120073,0.906395,0.954809,0.631373,0.650980,0.454902
802,0.393072,0.673283,0.507369,-0.011830,0.006862,-0.999907,0.054363,0.139408,-0.988742,1.681170,0.295413,0.486529,0.171929,0.042320,0.962552,0.357403,0.110570,0.333333,0.486275,0.266667
803,0.966151,0.476125,0.730915,0.346999,-0.273189,-0.897195,0.471346,-0.322834,-0.820738,1.992848,0.288041,0.441972,0.018139,1.225283,0.188819,0.937217,0.690456,0.701961,0.694118,0.784314
804,0.968825,0.675151,0.973430,-0.198975,-0.409227,-0.890473,-0.120855,0.069393,-0.990242,1.039699,0.645465,0.105213,0.537475,0.382696,0.909781,0.386109,0.110888,0.788235,0.509804,0.580392
805,0.757755,0.882380,0.313598,-0.032639,-0.683092,-0.729603,0.554242,0.205106,-0.806689,11.122410,0.277936,0.559823,0.493270,0.253648,0.064781,0.843843,0.632865,0.509804,0.811765,0.450980
806,0.896529,0.355618,0.520641,-0.345701,-0.015917,-0.938210,-0.040448,0.441832,-0.896186,8.393778,0.084344,0.584966,0.413675,0.225512,0.248225,0.566136,0.743230,0.501961,0.549020,0.580392
807,0.662493,0.417013,0.677920,-0.063749,-0.068889,-0.995585,-0.056844,0.116160,-0.991603,0.042527,0.895057,0.567094,0.608776,0.421464,0.771974,0.707011,0.489467,0.607843,0.470588,0.552941
808,0.055247,0.338514,0.714160,0.011064,-0.021107,-0.999716,0.507236,-0.520012,-0.687240,0.005159,0.394097,0.431941,0.568084,0.321942,0.137163,0.387056,0.009443,0.149020,0.345098,0.203922
809,0.710672,0.754097,0.665346,0.832474,-0.197283,-0.517751,-0.204050,-0.449564,-0.869630,16.699280,0.071486,0.263721,0.162056,0.271911,0.830816,0.230529,0.222750,0.580392,0.556863,0.466667
810,0.100893,0.356127,0.502320,-0.643452,0.323732,-0.693663,-0.301867,0.473907,-0.827218,4.764086,0.040241,0.944096,0.537872,0.892085,0.138078,0.900289,0.047727,0.200000,0.674510,0.545098
811,0.983176,0.218609,0.223369,0.421075,-0.659752,-0.622434,0.175594,0.143259,-0.973984,0.641535,0.220354,0.616172,0.957707,0.395644,0.858352,0.656853,0.141601,0.745098,0.349020,0.301961
812,0.547976,0.539093,0.138411,-0.351920,-0.704128,-0.616731,0.248446,0.167796,-0.954002,8.943476,0.041222,0.022323,0.291280,0.021225,0.913586,0.629847,0.646567,0.290196,0.262745,0.203922
813,0.400829,0.686113,0.070254,-0.506796,0.254624,-0.823604,0.405491,-0.201474,-0.891620,14.456540,0.403056,0.775113,0.549018,0.246848,0.054320,0.690592,0.663640,0.462745,0.854902,0.270588
814,0.648629,0.011904,0.941301,0.116167,0.019068,-0.993047,0.204928,0.558661,-0.803681,3.883883,0.625139,0.820963,0.959476,0.440968,0.517635,0.645368,0.174915,0.682353,0.184314,0.929412
815,0.640365,0.326215,0.139673,0.215833,0.158140,-0.963539,0.023194,0.481075,-0.876373,0.216735,0.935350,0.427545,0.193580,0.047261,0.523163,0.312428,0.731087,0.427451,0.223529,0.168628
816,0.707364,0.342971,0.955361,-0.418169,0.577605,-0.701076,0.015466,-0.067329,-0.997611,0.389106,0.970481,0.596231,0.287154,0.113884,0.691998,0.395625,0.583160,0.529412,0.301961,0.513726
817,0.921377,0.369426,0.565742,-0.476204,-0.081290,-0.875569,0.078876,-0.520788,-0.850034,0.654407,0.595237,0.573302,0.818739,0.837344,0.203346,0.392605,0.057611,0.650980,0.466667,0.466667
818,0.741640,0.129272,0.806381,0.158941,0.103263,-0.981873,0.072862,-0.721407,-0.688667,3.358117,0.360507,0.675962,0.948344,0.233209,0.471871,0.325217,0.858675,0.560784,0.282353,0.803922
819,0.444980,0.916609,0.429006,0.045696,0.524375,-0.850260,0.729656,-0.460503,-0.505509,28.930570,0.291042,0.589921,0.428516,0.422743,0.839011,0.548698,0.873586,0.541177,0.882353,0.572549
820,0.066157,0.038192,0.433674,0.030366,0.640140,-0.767658,-0.509726,0.211885,-0.833837,9.422241,0.976385,0.389105,0.965772,0.768647,0.219742,0.666837,0.431489,0.352941,0.239216,0.764706
821,0.827790,0.560299,0.258318,-0.390826,-0.522247,-0.757967,0.025131,0.592244,-0.805367,5.529446,0.702053,0.879145,0.984124,0.114381,0.812720,0.844058,0.654559,0.678431,0.607843,0.439216
822,0.446095,0.562566,0.767473,0.073649,-0.155380,-0.985106,0.093428,0.104060,-0.990173,0.456481,0.831779,0.808626,0.324291,0.176635,0.109141,0.680222,0.316925,0.384314,0.501961,0.450980
823,0.402004,0.665565,0.591458,-0.560362,0.400335,-0.725070,-0.203308,0.101295,-0.973861,3.630452,0.014931,0.550987,0.612722,1.111740,0.239878,0.036079,0.206448,0.450980,0.596079,0.639216
824,0.069391,0.464610,0.885646,0.189230,0.293558,-0.937025,-0.304299,-0.783263,-0.542126,36.094740,0.449091,0.608595,0.383862,0.503037,0.550786,0.990092,0.263546,0.266667,0.694118,0.745098
825,0.524683,0.366283,0.023606,0.148161,-0.150625,-0.977425,0.200901,-0.367707,-0.907981,1.174784,0.336545,0.090490,0.276010,0.185229,0.433370,0.257300,0.942518,0.419608,0.290196,0.160784
826,0.083217,0.689115,0.898221,0.047572,0.016531,-0.998731,-0.589766,0.419945,-0.689799,4.690162,0.690868,0.019962,0.040804,0.243370,0.650918,0.899921,0.868901,0.274510,0.560784,0.639216
827,0.980494,0.781397,0.061077,0.002849,0.001073,-0.999995,0.235410,0.197633,-0.951590,1.077837,0.546755,0.528708,0.728327,0.092082,0.916292,0.534203,0.619467,0.631373,0.529412,0.196078
828,0.608743,0.548934,0.297787,-0.124295,0.571672,-0.811013,-0.654248,-0.036130,-0.755416,0.673690,0.769153,0.812997,0.987420,0.874509,0.046567,0.462025,0.894495,0.462745,0.603922,0.517647
829,0.249163,0.613707,0.347002,-0.433909,0.594008,-0.677405,0.568847,-0.643050,-0.512738,Infinity,0.817798,0.678376,0.529558,0.031306,0.261534,0.550306,0.682058,0.443137,0.580392,0.498039
830,0.875385,0.649715,0.576031,-0.847413,-0.112924,-0.518786,-0.750020,0.210029,-0.627182,1.031281,0.090953,0.082596,0.390885,0.546154,0.180350,0.932985,0.478879,0.537255,0.666667,0.552941
831,0.081544,0.733842,0.882077,-0.170867,0.192854,-0.966236,-0.621867,0.188269,-0.760156,0.193156,0.038740,0.944286,0.690436,1.168207,0.606065,0.214879,0.870289,0.282353,0.623529,0.905882
832,0.241229,0.337805,0.014981,-0.032075,0.025810,-0.999152,-0.257497,-0.638779,-0.725022,0.018869,0.396548,0.431934,0.774606,0.093383,0.490448,0.847598,0.451330,0.223529,0.305882,0.137255
833,0.015207,0.772898,0.733039,-0.594748,-0.215888,-0.774382,-0.158387,0.587476,-0.793590,4.523764,0.869399,0.118494,0.881967,0.393772,0.624264,0.664145,0.390963,0.192157,0.627451,0.764706
834,0.797037,0.757878,0.858013,0.029160,0.300781,-0.953247,-0.064010,-0.111559,-0.991694,4.407368,0.929816,0.689935,0.255783,0.052794,0.059833,0.407796,0.146400,0.866667,0.733333,0.490196
835,0.794732,0.954407,0.732050,-0.036069,-0.768490,-0.638845,0.819082,-0.093513,-0.566003,1.920393,0.551794,0.918412,0.853280,0.959117,0.704588,0.093952,0.477180,0.792157,0.709804,0.733333
836,0.108532,0.032810,0.615457,0.198752,-0.224381,-0.954018,0.009201,-0.041963,-0.999077,4.174014,0.048656,0.213077,0.002775,0.044348,0.702856,0.565885,0.056847,0.156863,0.145098,0.180392
837,0.128875,0.973286,0.190638,-0.185353,-0.072091,-0.980024,0.022545,-0.006806,-0.999723,7.675704,0.520210,0.127517,0.512558,0.518632,0.255293,0.587766,0.436553,0.337255,0.741177,0.407843
838,0.352938,0.861963,0.918605,-0.231267,0.813683,-0.533325,0.614042,-0.347716,-0.708552,Infinity,0.001836,0.808934,0.278015,0.696960,0.778093,0.018242,0.875221,0.321569,0.713726,0.384314
839,0.276990,0.271816,0.497706,0.196812,-0.816994,-0.542020,-0.650093,0.380235,-0.657876,Infinity,0.668498,0.738930,0.644669,1.968333,0.183344,0.026955,0.300164,0.298039,0.662745,0.356863
840,0.839605,0.302146,0.303897,0.744733,-0.375361,-0.551794,0.584909,0.216155,-0.781766,0.623672,0.536031,0.767273,0.513434,0.652448,0.387736,0.785258,0.496400,0.662745,0.474510,0.419608
841,0.104818,0.931635,0.848036,0.367323,0.432196,-0.823578,0.858190,-0.046844,-0.511191,0.082599,0.061752,0.281117,0.906467,1.314744,0.936700,0.955486,0.495837,0.356863,0.968628,0.803922
842,0.200198,0.725000,0.052681,-0.163836,0.745431,-0.646135,-0.423913,0.386032,-0.819315,1.791813,0.829299,0.301617,0.850285,0.388664,0.091220,0.533439,0.408078,0.345098,0.588235,0.223529
843,0.718901,0.719457,0.342155,-0.179927,0.202267,-0.962660,-0.208193,-0.218554,-0.953357,0.496118,0.216736,0.753018,0.966203,1.882434,0.507680,0.144995,0.701762,0.803922,0.639216,0.607843
844,0.553440,0.676477,0.592791,-0.001604,-0.000353,-0.999999,0.098316,-0.031846,-0.994646,0.781372,0.090624,0.798252,0.031262,0.459557,0.494971,0.564749,0.368629,0.509804,0.639216,0.490196
845,0.423307,0.828524,0.860307,0.301610,-0.750435,-0.588115,-0.127401,0.164190,-0.978167,6.513380,0.123447,0.620320,0.099976,0.704195,0.863237,0.842420,0.818264,0.556863,0.843137,0.780392
846,0.562198,0.637766,0.863212,0.049929,0.445387,-0.893945,0.061889,-0.473017,-0.878877,4.629271,0.531031,0.767885,0.126731,0.155656,0.960110,0.587028,0.900222,0.568628,0.670588,0.580392
847,0.699854,0.490420,0.363026,-0.064771,-0.038399,-0.997161,0.097680,-0.194168,-0.976093,3.349498,0.052623,0.091553,0.827199,1.635920,0.613933,0.626827,0.345417,0.796079,0.670588,0.607843
848,0.187939,0.302511,0.105436,-0.249337,0.196457,-0.948281,0.144992,0.124653,-0.981549,3.221803,0.813009,0.467328,0.235685,3.046190,0.782173,0.409523,0.429127,0.552941,0.576471,0.360784
849,0.473147,0.106470,0.379990,-0.028441,-0.064503,-0.997512,-0.000913,0.682618,-0.730775,1.989280,0.526589,0.866773,0.787097,0.073975,0.077829,0.831313,0.734119,0.396079,0.270588,0.450980
850,0.806686,0.997520,0.986229,0.541155,0.316996,-0.778887,-0.109126,0.151875,-0.982357,0.605209,0.142722,0.878665,0.598705,0.060116,0.500514,0.824858,0.504311,0.392157,0.631373,0.529412
851,0.277849,0.907568,0.690328,0.011266,-0.093586,-0.995548,0.176986,-0.208321,-0.961914,4.226023,0.818079,0.667350,0.057001,0.056631,0.674315,0.803077,0.783940,0.494118,0.800000,0.396079
852,0.369390,0.730762,0.926449,0.131655,-0.600920,-0.788392,0.259998,-0.179417,-0.948794,0.894780,0.208066,0.855947,0.643786,0.904953,0.257434,0.128126,0.020191,0.419608,0.619608,0.560784
853,0.853358,0.023996,0.527686,0.191760,-0.109628,-0.975300,0.235375,-0.120016,-0.964466,1.859865,0.367870,0.896020,0.973067,0.686005,0.916124,0.709573,0.549397,0.811765,0.215686,0.682353
854,0.056957,0.558349,0.487838,-0.340146,0.408728,-0.846902,-0.210833,0.604431,-0.768253,5.427417,0.138430,0.647014,0.352116,2.006579,0.017156,0.527522,0.019327,0.164706,0.803922,0.466667
855,0.852081,0.130560,0.910739,-0.139923,0.526781,-0.838405,0.014826,-0.127236,-0.991762,4.782167,0.923782,0.769425,0.158850,0.179073,0.964793,0.860990,0.378752,0.909804,0.349020,0.533333
856,0.372590,0.337484,0.087608,-0.048133,0.129890,-0.990359,-0.567308,0.629117,-0.531389,0.402815,0.948521,0.157337,0.095971,1.799490,0.874611,0.830079,0.150963,0.658824,0.615686,0.223529
857,0.477453,0.255193,0.759594,-0.277263,0.219225,-0.935449,-0.598812,-0.190685,-0.777858,0.311343,0.759602,0.303423,0.334657,1.636344,0.841589,0.436457,0.922691,0.717647,0.454902,0.913726
858,0.266087,0.111533,0.352723,0.361519,-0.386372,-0.848540,0.095347,-0.376336,-0.921564,0.132725,0.768355,0.737382,0.424009,0.177273,0.549956,0.713479,0.983252,0.301961,0.207843,0.380392
859,0.583941,0.847423,0.187424,-0.249046,-0.113626,-0.961803,0.384544,0.507649,-0.770986,2.121411,0.345129,0.477078,0.708148,1.147088,0.110314,0.484440,0.880265,0.486275,0.792157,0.447059
860,0.892719,0.695246,0.629476,0.117385,0.654298,-0.747071,0.151401,-0.080330,-0.985203,1.908917,0.686296,0.408134,0.755760,0.001548,0.044107,0.342826,0.525145,0.619608,0.419608,0.537255
861,0.542376,0.017026,0.985565,-0.011794,0.036522,-0.999263,0.177242,-0.060892,-0.982282,0.710204,0.342037,0.657281,0.136556,0.029124,0.885439,0.406402,0.896561,0.345098,0.145098,0.419608
862,0.893448,0.121069,0.558258,0.447579,-0.470196,-0.760651,0.387618,-0.751176,-0.534310,0.254398,0.458440,0.100003,0.776748,0.010146,0.850673,0.317636,0.962161,0.376471,0.141177,0.360784
863,0.892276,0.971687,0.254329,0.164351,-0.241432,-0.956399,0.210064,0.391254,-0.895988,0.503229,0.183645,0.324459,0.837983,1.138061,0.195062,0.812437,0.978000,0.647059,0.925490,0.513726
864,0.251364,0.869402,0.140816,-0.051272,-0.282743,-0.957824,0.119967,-0.084993,-0.989133,5.210132,0.528447,0.199793,0.629474,0.215392,0.417295,0.725865,0.786736,0.411765,0.627451,0.352941
865,0.605124,0.117283,0.549053,0.094780,-0.069768,-0.993051,-0.193655,-0.832459,-0.519144,11.618900,0.311332,0.339043,0.119441,1.128723,0.275345,0.707140,0.201506,0.627451,0.352941,0.517647
866,0.717183,0.354023,0.318047,0.508942,-0.158880,-0.846011,0.109123,-0.204276,-0.972812,1.653765,0.271178,0.661415,0.492551,0.070672,0.460596,0.126764,0.421531,0.427451,0.392157,0.333333
867,0.613652,0.410354,0.415693,0.010495,-0.013476,-0.999854,0.343237,-0.140076,-0.928745,2.769015,0.993668,0.464785,0.941481,0.955037,0.434824,0.150519,0.761035,0.784314,0.462745,0.666667
868,0.597045,0.227387,0.996797,-0.426609,-0.183202,-0.885687,-0.274948,0.482697,-0.831509,0.317276,0.828056,0.719321,0.059916,0.026562,0.960227,0.732231,0.797038,0.407843,0.227451,0.396079
869,0.816079,0.809463,0.873641,-0.206598,0.110045,-0.972218,-0.278113,-0.053045,-0.959083,0.294833,0.096684,0.455548,0.498369,0.260439,0.474667,0.809862,0.921048,0.537255,0.615686,0.658824
870,0.784896,0.535233,0.124964,0.129870,-0.833116,-0.537634,0.013522,0.343684,-0.938988,9.351491,0.702975,0.941045,0.004429,0.296336,0.156148,0.331156,0.915305,0.666667,0.639216,0.278431
871,0.999187,0.967796,0.532819,-0.151117,-0.245217,-0.957618,0.101737,-0.215975,-0.971084,3.233305,0.836281,0.887979,0.195354,1.117555,0.390931,0.232522,0.024631,0.976471,0.945098,0.360784
872,0.709749,0.148845,0.284433,-0.180304,-0.205950,-0.961808,-0.729107,-0.079220,-0.679800,2.377287,0.048492,0.225303,0.168570,0.073705,0.764311,0.123853,0.480429,0.419608,0.168628,0.250980
873,0.084414,0.914363,0.836527,0.241937,-0.107856,-0.964279,0.311929,-0.271506,-0.910486,0.917468,0.996620,0.562262,0.965775,0.356992,0.587092,0.278197,0.866585,0.266667,0.623529,0.764706
874,0.021079,0.220428,0.473473,-0.798288,-0.039250,-0.600996,0.202470,-0.153769,-0.967141,13.502640,0.190347,0.845115,0.596382,0.263306,0.414041,0.717005,0.834708,0.160784,0.501961,0.627451
875,0.019849,0.446793,0.849827,-0.523045,0.634437,-0.569134,-0.073462,-0.375444,-0.923929,2.467764,0.902266,0.108844,0.434888,1.365651,0.772229,0.635896,0.866278,0.266667,0.623529,0.913726
876,0.827585,0.070864,0.496775,-0.138559,0.212194,-0.967355,-0.546026,0.455668,-0.703009,1.196351,0.888871,0.079723,0.842238,0.355579,0.912709,0.020889,0.911799,0.764706,0.145098,0.580392
877,0.779544,0.665823,0.836947,-0.636383,0.569197,-0.520607,-0.528739,-0.627211,-0.571875,3.445588,0.635657,0.668112,0.481771,0.004385,0.694121,0.815652,0.021807,0.509804,0.482353,0.454902
878,0.215795,0.621570,0.281960,-0.088657,0.173475,-0.980840,-0.311820,0.271631,-0.910486,9.846885,0.209993,0.272537,0.587560,0.238529,0.408891,0.561085,0.844769,0.313726,0.580392,0.529412
879,0.120846,0.918641,0.493735,0.708720,-0.438901,-0.552342,0.240032,-0.101711,-0.965422,1.478044,0.087178,0.036171,0.896205,0.001293,0.367140,0.420324,0.061546,0.141177,0.192157,0.501961
880,0.229043,0.193475,0.931761,-0.207182,0.153154,-0.966240,-0.128665,-0.359126,-0.924378,0.493921,0.071239,0.110685,0.898529,1.473205,0.350019,0.096019,0.271253,0.400000,0.274510,0.784314
881,0.782520,0.539309,0.520413,-0.267997,-0.328725,-0.905604,0.141616,-0.819738,-0.554955,0.860406,0.428718,0.871015,0.529891,0.875708,0.252460,0.530602,0.257402,0.619608,0.627451,0.513726
882,0.290969,0.047637,0.810029,0.818832,0.226935,-0.527271,0.138268,-0.183513,-0.973245,18.669370,0.218926,0.231304,0.533604,1.129978,0.093730,0.438678,0.199869,0.376471,0.262745,0.870588
883,0.112550,0.161309,0.168904,-0.004774,-0.107979,-0.994142,-0.023449,-0.036854,-0.999046,8.645907,0.158385,0.813052,0.402899,1.834087,0.825129,0.599219,0.678243,0.384314,0.509804,0.454902
884,0.541891,0.957734,0.726674,0.342397,-0.432727,-0.833973,0.448813,-0.391617,-0.803245,6.225528,0.231643,0.475849,0.643844,0.295420,0.105834,0.200585,0.793315,0.431373,0.776471,0.803922
